sector,tic_id,gaia_dr3_source_id,pwd,is_highconf_wd,orbits
62,873965,5642384406046819456,0.099482,0,131;132
62,1014196,5642309707974286848,0.05029,0,131;132
62,1130644,5642343307498522112,0.012147,0,131;132
62,1202936,5642857299126433152,0.008917,0,131;132
62,1205359,5642149587291508480,0.04455,0,131;132
62,1205965,5642137084649493376,0.015054,0,131;132
62,1206178,5642151824977203072,0.01854,0,131;132
62,1227950,5731128733999163264,0.059763,0,131;132
62,1338424,5732635447181435392,0.995633,1,131;132
62,1360104,5737922345764455296,0.999804,1,131;132
62,1362894,5681814336118618368,0.993546,1,131;132
62,1442449,5688464659183677440,0.991477,1,131;132
62,1472576,5687341851654392192,0.935144,1,131;132
62,1573839,5652474654311593728,0.022373,0,131;132
62,1730647,3781926103804279040,0.018347,0,131;132
62,1868257,5652976821887570688,0.043745,0,131;132
62,1967409,5648987557483219072,0.010319,0,131;132
62,2020725,5652711530346404992,0.02101,0,131;132
62,2084183,5641824514107264128,0.022137,0,131;132
62,2084703,5641762872735832064,0.804076,1,131;132
62,2094712,5652689406971618048,0.996877,1,131;132
62,2140147,5641861450826507904,0.999445,1,131;132
62,2224747,5649105922480851200,0.992888,1,131;132
62,2224750,5649105926779602432,0.9893,1,131;132
62,2242348,5641567228387537792,0.015686,0,131;132
62,2962605,5430515524758253184,0.992912,1,131;132
62,3775034,5430487590291892608,0.036678,0,131;132
62,5392904,5671530500784803328,0.995362,1,131;132
62,5393020,5665509162794290944,0.377383,0,131;132
62,5452928,5663524613025697792,0.99957,1,131;132
62,5624184,5435944535217680640,0.995641,1,131;132
62,5709015,5425526731264944640,0.276301,0,131;132
62,7983187,3831059120921201280,0.0324,0,131;132
62,7985026,3780872771664918272,0.014251,0,131;132
62,11560959,5658966793732319232,0.996843,1,131;132
62,11741512,5640512281343193344,0.027325,0,131;132
62,11973083,5440247710190238208,0.114716,0,131;132
62,17685932,5627392118320819200,0.025827,0,131;132
62,17754631,5627403010357682816,0.993634,1,131;132
62,18213411,5635344954642200576,0.995456,1,131;132
62,18558724,5634498876148369920,0.01208,0,131;132
62,19204398,5634188268411399936,0.076091,0,131;132
62,19492690,5631086477391482496,0.030605,0,131;132
62,21813791,5658695111280709248,0.020857,0,131;132
62,21818299,5656566589911265152,0.997418,1,131;132
62,21894942,5660192641822057088,0.842559,1,131;132
62,22014729,5660008787157868928,0.888425,1,131;132
62,22016715,5657137034585198336,0.99869,1,131;132
62,22083201,5657351404992422784,0.99981,1,131;132
62,22234651,5465087125267504384,0.030202,0,131;132
62,24441509,5631727733184669440,0.999156,1,131;132
62,25078523,4665988973577936640,0.990589,1,131;132
62,25103548,5632302502887687040,0.999417,1,131;132
62,25133286,4653893040002306432,0.079218,0,131;132
62,25154903,4668217275627209856,0.018187,0,131;132
62,25836202,5439886902876026496,0.012885,0,131;132
62,25836205,5439887654492064256,0.010738,0,131;132
62,26302491,3769361469037774720,0.98482,1,131;132
62,26304254,3772496760804084992,0.994391,1,131;132
62,26304506,3769368783367270144,0.041845,0,131;132
62,29723418,5434424112493848192,0.091939,0,131;132
62,30264530,4654695103690489856,0.993916,1,131;132
62,31923183,5331037931791630080,0.987514,1,131;132
62,31998168,4667932055438729728,0.998808,1,131;132
62,31998581,4672506023810557824,0.999252,1,131;132
62,32154307,4666805262178337280,0.045209,0,131;132
62,33049037,5411002594979483392,0.011402,0,131;132
62,33243603,5425166675565529856,0.996912,1,131;132
62,33301713,3766550735065504512,0.999653,1,131;132
62,33318760,3766481985523752320,0.013595,0,131;132
62,33321190,3772994667772794112,0.019208,0,131;132
62,33394766,3773823149784328832,0.015346,0,131;132
62,33406297,5425208663166556288,0.99607,1,131;132
62,33715209,4653722929233862272,0.993016,1,131;132
62,33716446,4628627126086089216,0.015313,0,131;132
62,33717565,4627855367706529152,0.989085,1,131;132
62,33724884,5410698683096655360,0.995548,1,131;132
62,33735626,4629155441424591360,0.030027,0,131;132
62,33840009,4653404070862114176,0.999799,1,131;132
62,34946488,3801697792480626816,0.015036,0,131;132
62,34967182,5411200949449851648,0.915817,1,131;132
62,34988608,3789156870225942656,0.994982,1,131;132
62,35051273,5419037654155785088,0.947404,1,131;132
62,36733697,3767313899213702912,0.022889,0,131;132
62,36736020,3769196061257219456,0.904816,1,131;132
62,36736263,3769012442815626880,0.009236,0,131;132
62,36823291,3778692573250571008,0.999162,1,131;132
62,36842204,3768274356980351232,0.907152,1,131;132
62,36846661,5414761515997077120,0.999804,1,131;132
62,36977116,3776038764499301120,0.999691,1,131;132
62,36980316,3774467390583556096,0.01357,0,131;132
62,37364410,5652777470980767232,0.028011,0,131;132
62,37435001,5648047028363321344,0.019923,0,131;132
62,37926787,5651030724961120256,0.998079,1,131;132
62,38004089,5648566371510973824,0.996857,1,131;132
62,38348412,5651469391444317440,0.061769,0,131;132
62,38388918,5635928584860880512,0.029644,0,131;132
62,38454876,5649808720867457664,1.0,1,131;132
62,38498678,5649979729284081408,0.195562,0,131;132
62,38570885,4675977078940730240,0.013953,0,131;132
62,38709750,4675008748497137536,0.989596,1,131;132
62,38845357,4677461862018523776,0.997874,1,131;132
62,44851957,5433295742985574272,0.999316,1,131;132
62,45156716,5432005156853305472,0.024364,0,131;132
62,45163142,5432358100081416576,0.024921,0,131;132
62,45163849,5432233580394449024,0.999673,1,131;132
62,45193172,5314960460454288768,0.014174,0,131;132
62,45410536,5316824544982104960,0.996228,1,131;132
62,45632044,5316581033214219392,0.050523,0,131;132
