sector,tic_id,gaia_dr3_source_id,pwd,is_highconf_wd,orbits
63,1596649,3561365686181516032,0.990463,1,133;134
63,1628988,3528350783676767232,0.99203,1,133;134
63,1653065,3528008496258850560,0.99981,1,133;134
63,5595193,3552845261339955200,0.992394,1,133;134
63,5709015,5425526731264944640,0.276301,0,133;134
63,5867325,3516358930044179840,0.013506,0,133;134
63,20324921,3532509621985958912,0.996652,1,133;134
63,22457223,3519770542826793600,0.011202,0,133;134
63,23185492,5451828355066551680,0.990638,1,133;134
63,23270792,5452300384855730816,0.059692,0,133;134
63,23355978,5400863448498899072,0.031259,0,133;134
63,23385704,5402469457029694464,0.999309,1,133;134
63,23433261,5400652857662404608,0.009376,0,133;134
63,23612965,5399201291858100224,0.194655,0,133;134
63,25078523,4665988973577936640,0.990589,1,133;134
63,25133286,4653893040002306432,0.079218,0,133;134
63,25154903,4668217275627209856,0.018187,0,133;134
63,29723418,5434424112493848192,0.091939,0,133;134
63,29916202,5396810403823312384,0.100352,0,133;134
63,29978392,5389509028140203008,0.01236,0,133;134
63,30264530,4654695103690489856,0.993916,1,133;134
63,31798074,4670655408301574144,0.998145,1,133;134
63,31998168,4667932055438729728,0.998808,1,133;134
63,31998581,4672506023810557824,0.999252,1,133;134
63,32068637,4667446586695129472,0.990873,1,133;134
63,32154307,4666805262178337280,0.045209,0,133;134
63,32638161,3491464062647704832,0.996501,1,133;134
63,33049037,5411002594979483392,0.011402,0,133;134
63,33243603,5425166675565529856,0.996912,1,133;134
63,33406297,5425208663166556288,0.99607,1,133;134
63,33715209,4653722929233862272,0.993016,1,133;134
63,33716446,4628627126086089216,0.015313,0,133;134
63,33717565,4627855367706529152,0.989085,1,133;134
63,33735626,4629155441424591360,0.030027,0,133;134
63,33840009,4653404070862114176,0.999799,1,133;134
63,34967182,5411200949449851648,0.915817,1,133;134
63,35051273,5419037654155785088,0.947404,1,133;134
63,36846661,5414761515997077120,0.999804,1,133;134
63,38709750,4675008748497137536,0.989596,1,133;134
63,38845357,4677461862018523776,0.997874,1,133;134
63,40534913,3584877191856635264,0.020558,0,133;134
63,40535158,3585097235918075776,0.997323,1,133;134
63,45156716,5432005156853305472,0.024364,0,133;134
63,45163142,5432358100081416576,0.024921,0,133;134
63,45163849,5432233580394449024,0.999673,1,133;134
63,45193172,5314960460454288768,0.014174,0,133;134
63,45410536,5316824544982104960,0.996228,1,133;134
63,45632044,5316581033214219392,0.050523,0,133;134
63,45770266,5419654961214149248,0.991997,1,133;134
63,48337030,5434510359736526208,0.998528,1,133;134
63,48475480,5434496375323237888,0.041324,0,133;134
63,48877679,5449355652197548288,0.012894,0,133;134
63,48942631,5449580158729020928,0.025836,0,133;134
63,48943694,5401303046991511040,0.997634,1,133;134
63,52198416,3551116004427251328,0.015641,0,133;134
63,53576382,5448814589397776384,0.29642,0,133;134
63,54044014,5444816288380080640,0.010782,0,133;134
63,54079452,5454189865525554048,0.991137,1,133;134
63,54115923,5444846177054970624,0.991681,1,133;134
63,54144306,5454089019693077120,0.994271,1,133;134
63,55450123,4677770416764876160,0.095477,0,133;134
63,55452212,4663419934597675264,0.994922,1,133;134
63,55605752,4664815421012325632,0.999777,1,133;134
63,55650407,4665237908354588288,0.998208,1,133;134
63,55661983,4664651250184794368,0.992407,1,133;134
63,55746724,4761685522153733760,0.999457,1,133;134
63,57065259,3482478853624844032,0.998274,1,133;134
63,57259375,5402827451143222912,0.999619,1,133;134
63,57259688,5399777332872612992,0.033782,0,133;134
63,57307047,5399709820282564992,0.012569,0,133;134
63,57464325,3478198725440531072,0.206566,0,133;134
63,57574224,5398611167648926336,0.020064,0,133;134
63,57649982,5398325771365454336,0.459699,0,133;134
63,57795788,3476937246302341632,0.029106,0,133;134
63,57830078,3478739066685185664,0.150038,0,133;134
63,61413837,5372365618940411136,0.999649,1,133;134
63,61536029,5378670630930765312,0.999339,1,133;134
63,61539454,5380784716908873344,0.999334,1,133;134
63,61541623,5379010620540123904,0.01135,0,133;134
63,61706683,5377849123945711872,0.982212,1,133;134
63,61766993,5378378366991383296,0.999423,1,133;134
63,61817161,5378380978331505792,0.031511,0,133;134
63,70716302,5458809596770793344,0.013324,0,133;134
63,70986542,5458570010613900544,0.177187,0,133;134
63,71158426,5461789552457314432,0.046555,0,133;134
63,71244903,5446943877740676352,0.228788,0,133;134
63,71298589,5459131788043369344,0.987023,1,133;134
63,71302293,5446665014103742336,0.998066,1,133;134
63,71338278,5461045110069990656,0.089992,0,133;134
63,71338307,5461044598970347776,0.999151,1,133;134
63,71407717,5446784345474819968,0.999145,1,133;134
63,71488415,5445806776558917120,0.105433,0,133;134
63,71489738,5446683430923603840,0.999336,1,133;134
63,71545120,5445737919643450368,0.046984,0,133;134
63,71620115,5445838902914095232,0.991939,1,133;134
63,71671654,5461186397313192192,0.39515,0,133;134
63,71718925,5448480651398698752,0.015703,0,133;134
63,71882444,5386951430953800704,0.171904,0,133;134
63,71954871,5388641105447119360,0.012344,0,133;134
63,72542690,5420603771028409088,0.010832,0,133;134
63,72961607,5420726504016083072,0.062843,0,133;134
63,73005766,5421204104376665344,0.996032,1,133;134
63,73010117,5420785774562596736,0.01745,0,133;134
63,73319029,5417357870965826816,0.016259,0,133;134
63,73443439,5444867617534459520,0.041262,0,133;134
63,75743635,5423545067716723712,0.985656,1,133;134
63,75823453,5423896396040719744,0.997159,1,133;134
63,75985275,5326521550338070272,0.999483,1,133;134
63,77529668,3480134832273157760,0.998835,1,133;134
63,80524905,5360042700634806272,0.047803,0,133;134
63,80850169,5347381828551161984,0.756053,1,133;134
63,81549834,5350210047324691712,0.998732,1,133;134
63,81848974,5349284155459347968,0.99664,1,133;134
63,81924142,5349260442934578304,0.996546,1,133;134
63,82198136,5349178052584663680,0.995184,1,133;134
63,82476936,5374029072652820736,0.021971,0,133;134
63,82586528,5348550914336654848,0.022761,0,133;134
63,90211642,5321056462156468480,0.998761,1,133;134
63,91533164,5349016183856425216,0.999743,1,133;134
63,91534657,5373094320273588992,0.998918,1,133;134
63,92086046,5373593532910033536,0.014955,0,133;134
63,92087489,5373468596599679872,0.994303,1,133;134
63,92243400,5373415583826494720,0.019504,0,133;134
63,92392695,5373384621398563840,0.01636,0,133;134
63,92459917,5345580553622419968,0.937038,1,133;134
63,92764660,5370479986557310592,0.601426,0,133;134
63,92997264,5372020784605863040,0.028625,0,133;134
63,93113533,5322090003089341440,0.997508,1,133;134
63,93270825,5317871245692348032,0.99958,1,133;134
63,93316717,5370082654848060800,0.011228,0,133;134
63,93322597,5371965323688588032,0.010999,0,133;134
63,93325791,5370252181490783744,0.025274,0,133;134
63,93402744,5370104370203531648,0.076466,0,133;134
63,93531578,5370241736132471424,0.115863,0,133;134
63,93531674,5370240430463885184,0.048585,0,133;134
63,98873297,3487958853937205376,0.095373,0,133;134
63,98940766,3489531877119236608,0.990438,1,133;134
63,99141055,3474112012517159552,0.10294,0,133;134
63,101583521,5434591757956641280,0.858921,1,133;134
63,101762346,5415227812006204288,0.923792,1,133;134
63,102342201,5413365063213128960,0.115107,0,133;134
63,103104428,5367574458362792320,0.033088,0,133;134
63,103106160,5415748327681449344,0.073505,0,133;134
63,103318943,5367460663207449216,0.030069,0,133;134
63,105762960,5441714531716273920,0.992986,1,133;134
63,106080062,5440387008869418880,0.008969,0,133;134
63,106083819,5442255869398848000,0.993242,1,133;134
63,106145033,5392353056702860544,0.993534,1,133;134
63,106145150,5392343504695580672,0.999297,1,133;134
63,106260533,5443799411923872000,0.99379,1,133;134
63,106308250,5392439024768276224,0.014128,0,133;134
63,106314552,5441442436951419904,0.009461,0,133;134
63,106397888,5441155494479493760,0.011362,0,133;134
63,106400760,5392392673481763456,0.019436,0,133;134
63,106610525,5392518327044519424,0.014287,0,133;134
63,106612693,5392633393511603584,0.029426,0,133;134
63,106760503,5394487930327131904,0.999325,1,133;134
63,106807684,5394280569304772608,0.01131,0,133;134
63,118166788,5315128548292806656,0.998365,1,133;134
63,118540315,5317750776142794880,0.022734,0,133;134
63,119868477,5360590910257726848,0.652061,0,133;134
63,119918723,5362980698781228672,0.018545,0,133;134
63,120649652,5363229055268678272,0.99925,1,133;134
63,120723798,5359551944798595584,0.029603,0,133;134
63,121809743,5304193458482478464,0.091014,0,133;134
63,121811003,5302635209984826496,0.013107,0,133;134
63,132553856,5404642023305694208,0.999579,1,133;134
63,140033499,5322552760038496512,0.997767,1,133;134
63,140689601,4652838475220068992,0.967755,1,133;134
63,141428805,4650418278329901440,0.014379,0,133;134
63,141610893,4647897647911465856,0.998837,1,133;134
63,141624136,4650712810002383104,0.99613,1,133;134
63,141626895,4648455512627657472,0.98646,1,133;134
63,141682270,4650574340257792768,0.690841,0,133;134
63,141976247,5261491862822376064,0.99842,1,133;134
63,142016907,5212290774767269376,0.995546,1,133;134
63,142039761,3479615106870788864,0.995071,1,133;134
63,142142160,5262196370601075712,0.992073,1,133;134
63,142212386,3465685050461208320,0.999829,1,133;134
63,142312912,3466633619758388224,0.013702,0,133;134
63,142322925,3462643693923132800,0.094127,0,133;134
63,142323008,3462589856509862272,0.992723,1,133;134
63,142324190,3462675996373888384,0.142948,0,133;134
63,142387762,3466326581136347520,0.99972,1,133;134
63,144159359,3589096984341234944,0.99978,1,133;134
63,144198210,3587967609807812352,0.025628,0,133;134
63,144213302,3589086985657971968,0.983742,1,133;134
63,144249365,3588023925415648768,0.018952,0,133;134
63,144250207,3587307288649776000,0.014354,0,133;134
63,144274261,3594998613004332288,0.02278,0,133;134
63,146136390,5317518504314094208,0.996068,1,133;134
63,146140219,5317599112262012032,0.017159,0,133;134
63,146428867,5392219564820085632,0.019258,0,133;134
63,146753011,5366921387114022272,0.041918,0,133;134
63,147023454,5391049207710775040,0.998776,1,133;134
63,147140752,5390809475517039488,0.049611,0,133;134
63,149155443,4757990991286498432,0.010785,0,133;134
63,149218683,4759495088833118976,0.020068,0,133;134
63,149972853,4756540082618984064,0.019767,0,133;134
63,150145337,5482174218861274624,0.960693,1,133;134
63,150189557,5481422019765369728,0.925777,1,133;134
63,150275852,5476850765815388672,0.208914,0,133;134
63,151634042,5396722000514439936,0.994777,1,133;134
63,151641999,5396963377675841536,0.014512,0,133;134
63,151682667,5389454228655388672,0.993517,1,133;134
63,151731718,5396973784379775744,0.041672,0,133;134
63,151765052,5396976743615196160,0.915661,1,133;134
63,151912932,5397102019219938944,0.240482,0,133;134
63,152109258,5396169289763068544,0.984053,1,133;134
63,152229940,5396314665815829888,0.990495,1,133;134
63,152316067,5383832838018956032,0.979175,1,133;134
63,152738810,3575728709655386752,0.994376,1,133;134
63,152773823,3575770010060921728,0.992867,1,133;134
63,157137788,3464893058489831552,0.995369,1,133;134
63,157757051,3560978005254115840,0.997933,1,133;134
63,157773422,3586103254697530240,0.996639,1,133;134
63,157774503,3548647635183171584,0.011839,0,133;134
63,157774658,3548190341425693056,0.023664,0,133;134
63,157787876,3586028453547223552,0.998273,1,133;134
63,158223600,5393574407961628800,0.196284,0,133;134
63,158543128,5394932815921162624,0.015103,0,133;134
63,158543923,5401042355360279424,0.083774,0,133;134
63,158547586,5390244979375779072,0.050606,0,133;134
63,162151345,5374940365931742464,0.051211,0,133;134
63,162260044,5374811310755636096,0.012288,0,133;134
63,162263857,5376495277232999936,0.147956,0,133;134
63,162303801,5377230030176634112,0.427795,0,133;134
63,162361237,5376594542516527104,0.099119,0,133;134
63,162362188,5376644127919488896,0.952823,1,133;134
63,162434199,5374565879145559424,0.995297,1,133;134
63,162438862,5376305439681286784,0.031887,0,133;134
63,162481147,5383236284242077312,0.999199,1,133;134
63,162523506,5374524265202006144,0.02306,0,133;134
63,162526221,5376280773687112192,0.982071,1,133;134
63,162583323,5374644253706949632,0.056695,0,133;134
63,162623808,5383008341737503744,0.299482,0,133;134
63,162623934,5383001607228764672,0.026741,0,133;134
63,162685583,5376940377582633472,0.012108,0,133;134
63,162807068,5375439612931976192,0.035286,0,133;134
63,162811227,5375402332615345664,0.057524,0,133;134
63,162814109,5376024480100363904,0.295464,0,133;134
63,162894026,5376010671781512960,0.039668,0,133;134
63,162991538,5382118110978332288,0.042567,0,133;134
63,163088828,5382096812239392256,0.039149,0,133;134
63,163187535,5382694637326181888,0.014201,0,133;134
63,163188786,5382235385063901568,0.011991,0,133;134
63,163249697,5375267745514819456,0.573004,0,133;134
63,163265108,5375216480789991808,0.015619,0,133;134
63,163266228,5375639616669563776,0.03409,0,133;134
63,163355847,5382439413189783552,0.067229,0,133;134
63,163358743,5381968096359692672,0.016429,0,133;134
63,163379232,5375059521205221888,0.089327,0,133;134
63,163385946,5382388625198800384,0.018473,0,133;134
63,163445055,5381948481248361984,0.013622,0,133;134
63,163558613,5372201924846561024,0.942049,1,133;134
63,165295158,3460835757505879168,0.993402,1,133;134
63,165423175,3458884536683817728,0.041343,0,133;134
63,165560681,3462237218218502656,0.992036,1,133;134
63,167554511,5480083536158472960,0.013635,0,133;134
63,167750036,5285400193412971264,0.018279,0,133;134
63,167838225,3555923756458320000,0.993285,1,133;134
63,168346586,5462376554227486464,0.056807,0,133;134
63,176868905,3581675452652798464,0.988836,1,133;134
63,176935877,5280061274186739456,0.014086,0,133;134
63,177019285,5279268354503792256,0.023964,0,133;134
63,177113266,5266660563905344256,0.024135,0,133;134
63,177166233,5281827261659752704,0.103476,0,133;134
63,177172698,5267338515903090560,0.995733,1,133;134
63,177240025,5267043331389667200,0.860182,1,133;134
63,177258544,5262333264095889664,0.055109,0,133;134
63,178411292,5388061697179207680,0.040042,0,133;134
63,178449414,5389790777995256576,0.022332,0,133;134
63,178539314,5389748622894270848,0.957218,1,133;134
63,179119903,4652130492854723712,0.99978,1,133;134
63,180259735,3574038760282477952,0.013259,0,133;134
63,180263219,3569011994982713856,0.329565,0,133;134
63,181020045,5398247534240054528,0.996633,1,133;134
63,181151914,5386249805095424384,0.264316,0,133;134
63,181239087,5386003273972087040,0.037077,0,133;134
63,181804209,3563664936793370240,0.012828,0,133;134
63,181865043,3528871819044810368,0.993105,1,133;134
63,185193962,3593223417120115712,0.031786,0,133;134
63,185195774,3586859340739311488,0.99616,1,133;134
63,185243751,3586563022356827904,0.008578,0,133;134
63,185245352,3592567008678284416,0.992062,1,133;134
63,185281452,3588319354742998144,0.015271,0,133;134
63,187997636,5455989491179510016,0.026183,0,133;134
63,188038142,5455590677699041152,0.006984,0,133;134
63,188039854,5457617936621600000,0.040324,0,133;134
63,188047151,5470581930330676608,0.998993,1,133;134
63,188086088,5457336663506981632,0.071754,0,133;134
63,188087204,5470271185153118208,0.983757,1,133;134
63,192929432,5462334253092403200,0.018202,0,133;134
63,192943007,5462310720968966144,0.091085,0,133;134
63,192991819,5462557110355830912,0.014056,0,133;134
63,193090606,5467733095703876224,0.999797,1,133;134
63,193092806,5468670738602933504,0.011891,0,133;134
63,193159342,5469080104822940544,0.999997,1,133;134
63,193162038,5469171261208778240,0.996988,1,133;134
63,193260904,5467514365905015936,0.016106,0,133;134
63,193273291,5470771119346276864,0.998036,1,133;134
63,193324524,3571559292842744960,0.998265,1,133;134
63,204617741,3473288654402742912,0.017614,0,133;134
63,219314537,3545278662835908352,0.995658,1,133;134
63,219442838,3541237717085787008,0.997906,1,133;134
63,219515854,3546654834781167360,0.012723,0,133;134
63,219516729,3541573922829198080,0.993701,1,133;134
63,219580101,3541691540510191744,0.010742,0,133;134
63,219700573,3540018805367474816,0.999105,1,133;134
63,220399066,4775127807717312640,0.999636,1,133;134
63,220404108,4774755245074357120,0.991165,1,133;134
63,220405411,4774738889838912256,0.043003,0,133;134
63,220437364,4776747972460494208,0.999784,1,133;134
63,220438568,4764068163850888064,0.445822,0,133;134
63,220476416,4764692171059541120,0.994103,1,133;134
63,220478684,4763928766392708864,0.994159,1,133;134
63,231085358,4654062124276041856,0.024433,0,133;134
63,231124601,4653342154624659456,0.040094,0,133;134
63,238189493,4641849474964259072,0.995499,1,133;134
63,238193323,4641960005946996096,0.984922,1,133;134
63,238311627,5512912028489443200,0.995334,1,133;134
63,238373107,5512856125193586176,0.014728,0,133;134
63,238572177,5320436784269889792,0.999994,1,133;134
63,259853747,5356710428806242816,0.994234,1,133;134
63,259963376,4645779163881638528,0.998006,1,133;134
63,260042074,5495912788449182080,0.073283,0,133;134
63,260193294,5494873165845085312,0.012955,0,133;134
63,260239413,5482554001345846272,0.010856,0,133;134
63,260240161,5494644467426180992,0.995532,1,133;134
63,260266507,5482551252566796928,0.999791,1,133;134
63,260355861,5482955799829681792,0.030121,0,133;134
63,260369118,5495360631749769600,0.010512,0,133;134
63,260403054,5407613036848829056,0.999282,1,133;134
63,260420535,5482679105153403904,0.028357,0,133;134
63,260499404,5407613384750351232,0.994945,1,133;134
63,260655374,5496928462314899840,0.032369,0,133;134
63,262708252,5216924803961432192,0.881123,1,133;134
63,269683320,5256220460513064704,0.085206,0,133;134
63,269857703,4624412457498876544,0.014716,0,133;134
63,270396876,3491591640356263424,0.979275,1,133;134
63,271598082,5211759062112003840,0.991257,1,133;134
63,271900390,5214547423600894592,0.049253,0,133;134
63,272130251,5214300304065650944,0.99687,1,133;134
63,272793528,5354373726068226176,0.0997,0,133;134
63,274685337,5308210833474559872,0.02928,0,133;134
63,277098905,4657847747137190656,0.991729,1,133;134
63,279321596,5485066729011863040,0.952633,1,133;134
63,279510595,5480556532316697216,0.99754,1,133;134
63,279950184,4660337350721665536,0.039764,0,133;134
63,281066222,5409276945848203776,0.014794,0,133;134
63,284195125,5280636009529724544,0.031322,0,133;134
63,285927246,3783864852042143616,0.683493,0,133;134
63,285929300,3590696911198079872,0.027376,0,133;134
63,286936972,5422144977092149632,0.998516,1,133;134
63,287219097,5456685104084844032,0.992244,1,133;134
63,287281529,5451968027402878464,0.017639,0,133;134
63,287352377,5220896587855584384,0.998726,1,133;134
63,287956652,5216398726304804736,0.099245,0,133;134
63,287976476,5220278009486912896,0.999788,1,133;134
63,289838494,3572922515462073344,0.05529,0,133;134
63,289943753,3571766275906169344,0.996059,1,133;134
63,293165262,4678812719427819904,0.013819,0,133;134
63,293222240,5477442199990194432,0.039426,0,133;134
63,293970644,5490015871367837440,0.891088,1,133;134
63,294054806,5479666030977341184,0.999755,1,133;134
63,294276888,5490140356700680576,0.962159,1,133;134
63,294398838,5485807795552924800,0.999029,1,133;134
63,296200782,5314004778692158336,0.496186,0,133;134
63,296203496,5314177402013456256,0.998524,1,133;134
63,296943867,3548370214655310976,0.011213,0,133;134
63,296979255,3548810053666523904,0.362614,0,133;134
63,297024805,3520554563336868608,0.999755,1,133;134
63,297026647,3576528673082072320,0.019558,0,133;134
63,297139118,3576472185672275840,0.01442,0,133;134
63,297583265,5312115027456533888,0.357362,0,133;134
