tic_id,has_h5,h5_status_class,is_julien_example,source_ids,n_source_ids,max_pwd,min_pwd,any_highconf_wd,tic_match_statuses,gaia_twirl_tmag_min,gaia_twirl_tmag_max,unique_tic_tmag_min,unique_tic_tmag_max,tic_bridge_source_count,n_obs_rows,orbits,detectors,cameras,ccds,colpix_min,colpix_max,rowpix_min,rowpix_max,any_edge_warn
520103441,False,tic_tmag_gt_20_catalog_cut,False,1964883804904294400,1,0.878729,0.878729,True,unique_tic,20.644204219155196,20.644204219155196,20.3139,20.3139,1,2,119;120,cam2/ccd2,cam2,ccd2,1175.9464,1175.9464,786.6614,786.6614,False
611102654,False,tic_tmag_gt_20_catalog_cut,False,2746878323073426816,1,0.935181,0.935181,True,unique_tic,20.03987991927341,20.03987991927341,20.1075,20.1075,1,2,119;120,cam1/ccd4,cam1,ccd4,1918.4237,1918.4237,26.68829,26.68829,False
611103809,False,tic_tmag_gt_20_catalog_cut,False,2747174366579977344,1,0.400319,0.400319,False,unique_tic,20.390359906854208,20.390359906854208,20.554,20.554,1,2,119;120,cam1/ccd4,cam1,ccd4,1932.0696,1932.0696,154.35487,154.35487,False
611190229,False,tic_tmag_gt_20_catalog_cut,False,2765247211003752704,1,0.642941,0.642941,False,unique_tic,20.058974736797627,20.058974736797627,20.2046,20.2046,1,2,119;120,cam1/ccd4,cam1,ccd4,2016.8401,2016.8401,263.77335,263.77335,False
611190737,False,tic_tmag_gt_20_catalog_cut,False,2765344002386750080,1,0.835916,0.835916,True,unique_tic,19.91520728889741,19.91520728889741,20.0398,20.0398,1,2,119;120,cam1/ccd4,cam1,ccd4,1995.603,1995.603,392.074,392.074,False
1102414464,False,tic_tmag_gt_20_catalog_cut,False,1627931693405713664,1,0.078907,0.078907,False,unique_tic,20.01776695186008,20.01776695186008,20.1829,20.1829,1,2,119;120,cam4/ccd4,cam4,ccd4,274.8349,274.8349,2.097478,2.097478,True
1102426442,False,tic_tmag_gt_20_catalog_cut,False,1640081606130104832,1,0.804078,0.804078,True,unique_tic,20.450929271088096,20.450929271088096,20.7604,20.7604,1,2,119;120,cam4/ccd4,cam4,ccd4,58.21692,58.21692,107.63074,107.63074,False
1102441451,False,tic_tmag_gt_20_catalog_cut,False,1641175452696050432,1,0.915274,0.915274,True,unique_tic,19.849890107578076,19.849890107578076,20.1379,20.1379,1,2,119;120,cam4/ccd3,cam4,ccd3,2009.572,2009.572,30.049068,30.049068,False
1102441797,False,tic_tmag_gt_20_catalog_cut,False,1641200256132123904,1,0.997904,0.997904,True,unique_tic,20.060570679687004,20.060570679687004,20.1963,20.1963,1,2,119;120,cam4/ccd3,cam4,ccd3,1937.3636,1937.3636,57.646034,57.646034,False
1102442478,False,tic_tmag_gt_20_catalog_cut,False,1641247225894476416,1,0.995406,0.995406,True,unique_tic,20.2299745627665,20.2299745627665,20.2869,20.2869,1,2,119;120,cam4/ccd3,cam4,ccd3,1924.4629,1924.4629,36.001583,36.001583,False
1102445529,False,tic_tmag_gt_20_catalog_cut,False,1641463864044526208,1,0.858933,0.858933,True,unique_tic,20.259180531852728,20.259180531852728,20.3045,20.3045,1,2,119;120,cam4/ccd3,cam4,ccd3,1830.5164,1830.5164,46.181763,46.181763,False
1102445743,False,tic_tmag_gt_20_catalog_cut,False,1641479879978293504,1,0.153877,0.153877,False,unique_tic,20.086808524823052,20.086808524823052,20.3529,20.3529,1,2,119;120,cam4/ccd3,cam4,ccd3,1796.0044,1796.0044,2.6158078,2.6158078,True
1102447959,False,tic_tmag_gt_20_catalog_cut,False,1641877933251746176,1,0.99018,0.99018,True,unique_tic,20.260113955472303,20.260113955472303,20.2466,20.2466,1,2,119;120,cam4/ccd3,cam4,ccd3,2028.214,2028.214,190.05157,190.05157,False
1102448019,False,tic_tmag_gt_20_catalog_cut,False,1641897282080065792,1,0.189318,0.189318,False,unique_tic,20.09211648532629,20.09211648532629,20.1856,20.1856,1,2,119;120,cam4/ccd3,cam4,ccd3,2039.6964,2039.6964,229.49084,229.49084,False
1102448589,False,tic_tmag_gt_20_catalog_cut,False,1641945351353964160,1,0.299774,0.299774,False,unique_tic,20.334880361092925,20.334880361092925,20.0618,20.0618,1,2,119;120,cam4/ccd3,cam4,ccd3,1972.3164,1972.3164,171.4362,171.4362,False
1102448777,False,tic_tmag_gt_20_catalog_cut,False,1641957338607465856,1,0.970717,0.970717,True,unique_tic,19.985052016163824,19.985052016163824,20.201,20.201,1,2,119;120,cam4/ccd3,cam4,ccd3,1973.1326,1973.1326,236.87146,236.87146,False
1102449972,False,tic_tmag_gt_20_catalog_cut,False,1642747887468135552,1,0.948026,0.948026,True,unique_tic,20.0796755330242,20.0796755330242,20.2342,20.2342,1,2,119;120,cam4/ccd3,cam4,ccd3,1872.0557,1872.0557,227.4509,227.4509,False
1102449998,False,tic_tmag_gt_20_catalog_cut,False,1642749949052393344,1,0.965864,0.965864,True,unique_tic,20.516630581596687,20.516630581596687,20.483,20.483,1,2,119;120,cam4/ccd3,cam4,ccd3,1879.6155,1879.6155,245.26901,245.26901,False
1102450412,False,tic_tmag_gt_20_catalog_cut,False,1642780494859565568,1,0.111849,0.111849,False,unique_tic,20.10249490655307,20.10249490655307,20.0463,20.0463,1,2,119;120,cam4/ccd3,cam4,ccd3,1847.2489,1847.2489,105.60083,105.60083,False
1102451087,False,tic_tmag_gt_20_catalog_cut,False,1642825476051515008,1,0.9726,0.9726,True,unique_tic,20.300549739692805,20.300549739692805,20.5129,20.5129,1,2,119;120,cam4/ccd3,cam4,ccd3,1783.2179,1783.2179,228.36293,228.36293,False
1102454059,False,tic_tmag_gt_20_catalog_cut,False,1643126909741348224,1,0.875345,0.875345,True,unique_tic,20.01160402641811,20.01160402641811,20.2737,20.2737,1,2,119;120,cam4/ccd3,cam4,ccd3,1696.8629,1696.8629,339.70978,339.70978,False
1102454608,False,tic_tmag_gt_20_catalog_cut,False,1643191093732752768,1,0.906879,0.906879,True,unique_tic,20.38012471864571,20.38012471864571,20.5514,20.5514,1,2,119;120,cam4/ccd3,cam4,ccd3,1649.6494,1649.6494,314.95013,314.95013,False
1102455011,False,tic_tmag_gt_20_catalog_cut,False,1643218134847152128,1,0.995207,0.995207,True,unique_tic,20.06515415671902,20.06515415671902,20.1043,20.1043,1,2,119;120,cam4/ccd3,cam4,ccd3,1634.4182,1634.4182,374.413,374.413,False
1102465384,False,tic_tmag_gt_20_catalog_cut,False,1644562184732366336,1,0.999241,0.999241,True,unique_tic,20.80987113548556,20.80987113548556,20.4382,20.4382,1,2,119;120,cam4/ccd3,cam4,ccd3,1689.6566,1689.6566,49.86487,49.86487,False
1102469641,False,tic_tmag_gt_20_catalog_cut,False,1644867131705509632,1,0.949619,0.949619,True,unique_tic,20.60368325708872,20.60368325708872,20.4513,20.4513,1,2,119;120,cam4/ccd3,cam4,ccd3,1465.5326,1465.5326,26.529789,26.529789,False
1102486490,False,tic_tmag_gt_20_catalog_cut,False,1645976981319209728,1,0.997709,0.997709,True,unique_tic,20.248020884769797,20.248020884769797,20.4209,20.4209,1,2,119;120,cam4/ccd3,cam4,ccd3,1191.6718,1191.6718,7.386092,7.386092,False
1102487818,False,tic_tmag_gt_20_catalog_cut,False,1646070375383566848,1,0.086317,0.086317,False,unique_tic,20.120220649443535,20.120220649443535,20.2413,20.2413,1,2,119;120,cam4/ccd3,cam4,ccd3,1657.4639,1657.4639,79.52271,79.52271,False
1102488381,False,tic_tmag_gt_20_catalog_cut,False,1646107277743735680,1,0.986672,0.986672,True,unique_tic,19.950099409491685,19.950099409491685,20.0504,20.0504,1,2,119;120,cam4/ccd3,cam4,ccd3,1606.1862,1606.1862,174.45943,174.45943,False
1102488490,False,tic_tmag_gt_20_catalog_cut,False,1646114454633237504,1,0.92261,0.92261,True,unique_tic,20.17025295706244,20.17025295706244,20.3599,20.3599,1,2,119;120,cam4/ccd3,cam4,ccd3,1605.1459,1605.1459,211.09023,211.09023,False
1102489244,False,tic_tmag_gt_20_catalog_cut,False,1646163245461773312,1,0.498182,0.498182,False,unique_tic,20.225239480581862,20.225239480581862,20.0698,20.0698,1,2,119;120,cam4/ccd3,cam4,ccd3,1541.5317,1541.5317,120.93402,120.93402,False
1102490497,False,tic_tmag_gt_20_catalog_cut,False,1646247701698112768,1,0.056262,0.056262,False,unique_tic,20.03121895066677,20.03121895066677,20.2419,20.2419,1,2,119;120,cam4/ccd3,cam4,ccd3,1541.2786,1541.2786,345.29242,345.29242,False
1102490897,False,tic_tmag_gt_20_catalog_cut,False,1646273643300818560,1,0.997759,0.997759,True,unique_tic,20.6441142637984,20.6441142637984,20.5362,20.5362,1,2,119;120,cam4/ccd3,cam4,ccd3,1489.8069,1489.8069,381.09137,381.09137,False
1102491328,False,tic_tmag_gt_20_catalog_cut,False,1646303330114707712,1,0.112259,0.112259,False,unique_tic,19.958426220457422,19.958426220457422,20.1499,20.1499,1,2,119;120,cam4/ccd3,cam4,ccd3,1478.3931,1478.3931,291.02225,291.02225,False
1102491921,False,tic_tmag_gt_20_catalog_cut,False,1646342538871722496,1,0.995785,0.995785,True,unique_tic,20.220918197893717,20.220918197893717,20.3204,20.3204,1,2,119;120,cam4/ccd3,cam4,ccd3,1418.557,1418.557,397.2989,397.2989,False
1102492177,False,tic_tmag_gt_20_catalog_cut,False,1646358958530765184,1,0.986451,0.986451,True,unique_tic,20.16614759405471,20.16614759405471,20.1022,20.1022,1,2,119;120,cam4/ccd3,cam4,ccd3,1496.3932,1496.3932,136.48425,136.48425,False
1102492727,False,tic_tmag_gt_20_catalog_cut,False,1646395551652371072,1,0.992863,0.992863,True,unique_tic,20.17353504794909,20.17353504794909,20.2806,20.2806,1,2,119;120,cam4/ccd3,cam4,ccd3,1459.6384,1459.6384,193.48598,193.48598,False
1102493405,False,tic_tmag_gt_20_catalog_cut,False,1646442177817809152,1,0.913215,0.913215,True,unique_tic,20.23230186242084,20.23230186242084,20.4319,20.4319,1,2,119;120,cam4/ccd3,cam4,ccd3,1378.1511,1378.1511,73.91003,73.91003,False
1102493770,False,tic_tmag_gt_20_catalog_cut,False,1646465271856556672,1,0.337744,0.337744,False,unique_tic,20.420685816180654,20.420685816180654,20.2182,20.2182,1,2,119;120,cam4/ccd3,cam4,ccd3,1378.9077,1378.9077,207.88245,207.88245,False
1102494167,False,tic_tmag_gt_20_catalog_cut,False,1646492171236540928,1,0.989577,0.989577,True,unique_tic,20.369964322142025,20.369964322142025,20.5651,20.5651,1,2,119;120,cam4/ccd3,cam4,ccd3,1433.6343,1433.6343,274.0133,274.0133,False
1102494514,False,tic_tmag_gt_20_catalog_cut,False,1646516223053551616,1,0.993363,0.993363,True,unique_tic,20.29266084997611,20.29266084997611,20.3415,20.3415,1,2,119;120,cam4/ccd3,cam4,ccd3,1390.4594,1390.4594,284.31406,284.31406,False
1102494896,False,tic_tmag_gt_20_catalog_cut,False,1646541069440419456,1,0.987236,0.987236,True,unique_tic,20.329226293983886,20.329226293983886,20.5173,20.5173,1,2,119;120,cam4/ccd3,cam4,ccd3,1385.5947,1385.5947,320.21387,320.21387,False
1102495060,False,tic_tmag_gt_20_catalog_cut,False,1646550690166275456,1,0.593369,0.593369,False,unique_tic,20.38989251534898,20.38989251534898,20.5242,20.5242,1,2,119;120,cam4/ccd3,cam4,ccd3,1363.7719,1363.7719,363.1151,363.1151,False
1102495180,False,tic_tmag_gt_20_catalog_cut,False,1646559756841971840,1,0.918627,0.918627,True,unique_tic,20.221542452273916,20.221542452273916,20.3358,20.3358,1,2,119;120,cam4/ccd3,cam4,ccd3,1372.4336,1372.4336,231.19736,231.19736,False
1102496873,False,tic_tmag_gt_20_catalog_cut,False,1646913799586192768,1,0.947912,0.947912,True,unique_tic,20.081369902525317,20.081369902525317,20.3927,20.3927,1,2,119;120,cam4/ccd3,cam4,ccd3,1368.1974,1368.1974,431.48257,431.48257,False
1102497289,False,tic_tmag_gt_20_catalog_cut,False,1646940875060104704,1,0.75077,0.75077,True,unique_tic,20.214289460044068,20.214289460044068,20.2149,20.2149,1,2,119;120,cam4/ccd3,cam4,ccd3,1319.6359,1319.6359,442.91428,442.91428,False
1102497522,False,tic_tmag_gt_20_catalog_cut,False,1646982244185102080,1,0.525819,0.525819,False,unique_tic,20.076426614104353,20.076426614104353,20.4109,20.4109,1,2,119;120,cam4/ccd3,cam4,ccd3,1304.0555,1304.0555,413.05154,413.05154,False
1102497777,False,tic_tmag_gt_20_catalog_cut,False,1646997465549048320,1,0.995199,0.995199,True,unique_tic,20.14166501523203,20.14166501523203,20.1968,20.1968,1,2,119;120,cam4/ccd3,cam4,ccd3,1256.1813,1256.1813,467.16437,467.16437,False
1102499367,False,tic_tmag_gt_20_catalog_cut,False,1647253170721755392,1,0.957802,0.957802,True,unique_tic,20.04826713482718,20.04826713482718,20.1132,20.1132,1,2,119;120,cam4/ccd3,cam4,ccd3,1289.9446,1289.9446,174.15793,174.15793,False
1102500030,False,tic_tmag_gt_20_catalog_cut,False,1647295948596158080,1,0.995203,0.995203,True,unique_tic,19.961330495475856,19.961330495475856,20.0316,20.0316,1,2,119;120,cam4/ccd3,cam4,ccd3,1204.9961,1204.9961,109.44873,109.44873,False
1102501200,False,tic_tmag_gt_20_catalog_cut,False,1647373086208704128,1,0.996937,0.996937,True,unique_tic,20.070234373597188,20.070234373597188,20.1641,20.1641,1,2,119;120,cam4/ccd3,cam4,ccd3,1247.3042,1247.3042,302.26843,302.26843,False
1102501734,False,tic_tmag_gt_20_catalog_cut,False,1647407347163438720,1,0.254868,0.254868,False,unique_tic,20.340208564203085,20.340208564203085,20.5709,20.5709,1,2,119;120,cam4/ccd3,cam4,ccd3,1211.75,1211.75,206.7204,206.7204,False
1102501982,False,tic_tmag_gt_20_catalog_cut,False,1647423118283961856,1,0.981382,0.981382,True,unique_tic,20.47721206023555,20.47721206023555,20.4576,20.4576,1,2,119;120,cam4/ccd3,cam4,ccd3,1183.7981,1183.7981,240.01283,240.01283,False
1102503665,False,tic_tmag_gt_20_catalog_cut,False,1647544781821335936,1,0.764223,0.764223,True,unique_tic,20.276510219474325,20.276510219474325,20.0549,20.0549,1,2,119;120,cam4/ccd3,cam4,ccd3,1127.1042,1127.1042,20.20573,20.20573,False
1102504104,False,tic_tmag_gt_20_catalog_cut,False,1647573369124191872,1,0.997105,0.997105,True,unique_tic,20.283207152409993,20.283207152409993,20.2223,20.2223,1,2,119;120,cam4/ccd3,cam4,ccd3,1065.9845,1065.9845,77.66794,77.66794,False
1102506469,False,tic_tmag_gt_20_catalog_cut,False,1647729882028024192,1,0.055438,0.055438,False,unique_tic,19.909625720591663,19.909625720591663,20.1079,20.1079,1,2,119;120,cam4/ccd3,cam4,ccd3,1020.3171,1020.3171,330.25757,330.25757,False
1102508156,False,tic_tmag_gt_20_catalog_cut,False,1647840687888753280,1,0.846111,0.846111,True,unique_tic,20.056857180835625,20.056857180835625,20.2891,20.2891,1,2,119;120,cam4/ccd3,cam4,ccd3,1120.5021,1120.5021,446.22903,446.22903,False
1102508438,False,tic_tmag_gt_20_catalog_cut,False,1647857902117705728,1,0.80903,0.80903,True,unique_tic,20.214789765091822,20.214789765091822,20.4961,20.4961,1,2,119;120,cam4/ccd3,cam4,ccd3,1088.3938,1088.3938,440.09833,440.09833,False
1102509217,False,tic_tmag_gt_20_catalog_cut,False,1647967681481113088,1,0.921005,0.921005,True,unique_tic,20.430066382406977,20.430066382406977,20.3317,20.3317,1,2,119;120,cam4/ccd3,cam4,ccd3,1081.4644,1081.4644,566.11914,566.11914,False
1102509392,False,tic_tmag_gt_20_catalog_cut,False,1647984831286637056,1,0.985214,0.985214,True,unique_tic,20.31256541898196,20.31256541898196,20.6042,20.6042,1,2,119;120,cam4/ccd3,cam4,ccd3,1045.727,1045.727,552.2186,552.2186,False
1102509740,False,tic_tmag_gt_20_catalog_cut,False,1648044170555646464,1,0.241077,0.241077,False,unique_tic,20.346961584464587,20.346961584464587,20.2998,20.2998,1,2,119;120,cam4/ccd3,cam4,ccd3,1051.7329,1051.7329,392.44223,392.44223,False
1102510192,False,tic_tmag_gt_20_catalog_cut,False,1648074750721296896,1,0.414408,0.414408,False,unique_tic,20.067034409695243,20.067034409695243,20.1183,20.1183,1,2,119;120,cam4/ccd3,cam4,ccd3,1040.7473,1040.7473,475.9416,475.9416,False
