injection_id,tic,sector,camera,ccd,tessmag,aperture,apertures,signal_family,period_d,t0_d,t0_bjd,duration_min,depth,radius_rearth,radius_rwd,impact_b,a_over_rwd,inclination_deg,target_depth,geometric_depth,model_depth,sampled_model_depth,duration_model,injection_model,sampling_mode,grid_period_bin,grid_radius_bin,grid_depth_bin,grid_cell_id,period_bin_lo_d,period_bin_hi_d,radius_bin_lo_rearth,radius_bin_hi_rearth,depth_bin_lo,depth_bin_hi,baseline,n_cadences,n_quality_zero,n_in_transit,n_good_in_transit,split,label,label_source,source_export_h5,source_target_group,h5_group
inj_000000,1551207323,56,4,1,19.69752704797533,DET_FLUX_SML,DET_FLUX_SML|DET_FLUX|DET_FLUX_LAG,wd_roche_edge,0.10308632680617863,2847.193604236917,2459847.193604237,2.0,0.06295196671438523,0.7161255691215791,0.5050293578800238,1.1728766838560487,60.0263100205883,88.88040493144808,0.06295196671438512,0.06295196671438523,0.008826619111132805,0.008826502163254646,wd_density_batman,batman_quadratic,period_depth_grid,0,,0,p00_d00,0.07999999999999999,0.13309916273040112,,,0.003,0.1022,1.0,11775,11598,159,157,train,planet_like,injection,data_local/stage3_injections/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_pdo.h5,/targets/0000001551207323,/injections/inj_000000
inj_000001,1201130022,56,4,4,19.83361863717512,DET_FLUX_SML,DET_FLUX_SML|DET_FLUX|DET_FLUX_LAG,wd_roche_edge,0.08240285260696957,2834.0733195003572,2459834.0733195003,2.0,0.16083565764871666,0.8150353746325275,0.5747829845051775,0.9548718960120977,51.70141560701392,88.94174579652828,0.1608356576487166,0.16083565764871666,0.022855467591007317,0.022855452916675456,wd_density_batman,batman_quadratic,period_depth_grid,0,,1,p00_d01,0.07999999999999999,0.13309916273040112,,,0.1022,0.2014,1.0,11775,10285,198,173,validation,planet_like,injection,data_local/stage3_injections/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_pdo.h5,/targets/0000001201130022,/injections/inj_000001
inj_000002,2053125871,56,1,2,19.91546507990023,DET_FLUX_SML,DET_FLUX_SML|DET_FLUX|DET_FLUX_LAG,wd_roche_edge,0.10987446659653201,2847.684932918967,2459847.6849329188,2.0,0.24749962280135537,1.8369614256463296,1.2954703605716902,1.6013133894448663,62.63332343201529,88.53498917253968,0.24749962280135537,0.24749962280135537,0.05020761966611276,0.050206800352151304,wd_density_batman,batman_quadratic,period_depth_grid,0,,2,p00_d02,0.07999999999999999,0.13309916273040112,,,0.2014,0.3006,1.0,11775,10339,149,133,train,planet_like,injection,data_local/stage3_injections/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_pdo.h5,/targets/0000002053125871,/injections/inj_000002
inj_000003,2001770416,56,2,3,19.95532649407545,DET_FLUX_SML,DET_FLUX_SML|DET_FLUX|DET_FLUX_LAG,wd_roche_edge,0.09492737433803157,2847.0761659525765,2459847.0761659527,2.6733054430233514,0.3444124016164204,10.286281718390095,7.254138764495959,7.479691793051966,56.815728890962816,82.43515070981556,0.34441240161641085,0.3444124016164204,0.14161568087493137,0.14161580545854746,wd_density_batman,batman_quadratic,period_depth_grid,0,,3,p00_d03,0.07999999999999999,0.13309916273040112,,,0.3006,0.3998,1.0,11775,11309,236,224,test,planet_like,injection,data_local/stage3_injections/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_pdo.h5,/targets/0000002001770416,/injections/inj_000003
inj_000004,1961366096,56,2,2,17.97712475265355,DET_FLUX_SML,DET_FLUX_SML|DET_FLUX|DET_FLUX_LAG,wd_roche_edge,0.08848279284416997,2847.2745714834723,2459847.2745714835,2.0,0.4333463347436692,1.8029461561259588,1.2714819562125765,1.2406166555971043,54.214253852433444,88.68875252240332,0.43334633474366946,0.4333463347436692,0.09023465822376442,0.09023443705656486,wd_density_batman,batman_quadratic,period_depth_grid,0,,4,p00_d04,0.07999999999999999,0.13309916273040112,,,0.3998,0.499,1.0,11775,10809,186,170,test,planet_like,injection,data_local/stage3_injections/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_pdo.h5,/targets/0000001961366096,/injections/inj_000004
inj_000005,2017584888,56,3,2,19.10567167378406,DET_FLUX_SML,DET_FLUX_SML|DET_FLUX|DET_FLUX_LAG,wd_roche_edge,0.12224258545106398,2833.014417990045,2459833.01441799,2.8801527378926735,0.5947655964451856,6.5706459960578965,4.63378110115029,4.448626298076075,67.24953535935698,86.20705521017126,0.5947655964451863,0.5947655964451856,0.2638064400693787,0.26380633818561905,wd_density_batman,batman_quadratic,period_depth_grid,0,,5,p00_d05,0.07999999999999999,0.13309916273040112,,,0.499,0.5982,1.0,11775,11775,193,193,test,planet_like,injection,data_local/stage3_injections/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_pdo.h5,/targets/0000002017584888,/injections/inj_000005
inj_000006,2040366644,56,2,4,19.46725287775452,DET_FLUX_SML,DET_FLUX_SML|DET_FLUX|DET_FLUX_LAG,wd_roche_edge,0.11542683102252024,2828.155957799962,2459828.1559578,2.0,0.695011630466976,1.6353481063609454,1.153287690982537,0.6789423032230737,64.72600243694268,89.39898587207179,0.695011630466976,0.695011630466976,0.15981712510229518,0.15981703547062998,wd_density_batman,batman_quadratic,period_depth_grid,0,,6,p00_d06,0.07999999999999999,0.13309916273040112,,,0.5982,0.6974,1.0,11775,11775,141,141,train,planet_like,injection,data_local/stage3_injections/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_pdo.h5,/targets/0000002040366644,/injections/inj_000006
inj_000007,2053389938,56,1,4,19.24032531917902,DET_FLUX_SML,DET_FLUX_SML|DET_FLUX|DET_FLUX_LAG,wd_roche_edge,0.09862195160211185,2848.694644869955,2459848.69464487,3.080293011391224,0.7048598480606291,7.792131446089983,5.49520267173628,5.139717068291256,58.28050843177865,84.94055278950118,0.7048598480606351,0.7048598480606291,0.3381722895081598,0.3381724643189503,wd_density_batman,batman_quadratic,period_depth_grid,0,,7,p00_d07,0.07999999999999999,0.13309916273040112,,,0.6974,0.7966,0.9999999701976776,11775,11036,255,238,validation,planet_like,injection,data_local/stage3_injections/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_pdo.h5,/targets/0000002053389938,/injections/inj_000007
inj_000008,1201340120,56,4,3,19.41452657714861,DET_FLUX_SML,DET_FLUX_SML|DET_FLUX|DET_FLUX_LAG,wd_roche_edge,0.1208154489387965,2846.0237107807416,2459846.023710781,2.0,0.8769996700338804,1.9766412888870668,1.393976034273257,0.6640408489006837,66.72510280554108,89.42978932185909,0.8769996700338804,0.8769996700338804,0.22974376581046496,0.22974382290220186,wd_density_batman,batman_quadratic,period_depth_grid,0,,8,p00_d08,0.07999999999999999,0.13309916273040112,,,0.7966,0.8957999999999999,1.0000000298023224,11775,9660,134,111,validation,planet_like,injection,data_local/stage3_injections/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_pdo.h5,/targets/0000001201340120,/injections/inj_000008
inj_000009,1884540906,56,4,2,19.61715499064117,DET_FLUX_SML,DET_FLUX_SML|DET_FLUX|DET_FLUX_LAG,wd_roche_edge,0.11746175376431056,2832.7575319478506,2459832.757531948,3.8756183916064253,0.9071142789429201,8.976979334157145,6.330786532860042,5.614319870030938,65.48451129574094,85.08170378907091,0.9071142789429127,0.9071142789429201,0.5636074824258928,0.5636036782816748,wd_density_batman,batman_quadratic,period_depth_grid,0,,9,p00_d09,0.07999999999999999,0.13309916273040112,,,0.8957999999999999,0.995,1.0,11775,11775,269,269,train,planet_like,injection,data_local/stage3_injections/s56_twirlfs_v2_lc_export/s56_twirlfs_v2_lc_export_pdo.h5,/targets/0000001884540906,/injections/inj_000009
