case_id,tic,sector,orbit,cam,ccd,tmag,aperture,variant,output_mode,scale_strategy,scale,scale_source,fit_count,n_cadence,n_raw_finite,n_quality0,n_det_finite,n_det_finite_quality0,raw_negative,raw_negative_quality0,raw_negative_flagged,raw_negative_quality0_retained,raw_negative_quality0_retained_frac,det_median_quality0,det_mad_quality0,det_rms_quality0,det_p05_quality0,det_p95_quality0,failed,failure_reason,path,raw_flux_source
synthetic000_Primary,900000000,56,-1,-1,-1,23.252574989159953,Primary,divisive,divisive,auto,,local_cotrend,10853,11060,10997,10915,10997,10853,5477,5399,78,5399,1.0,1.0660214529690004,18.57933550001575,1087.9458625887369,-88.0097737464409,87.03206533236187,True,unstable_relative_mad,synthetic,synthetic
synthetic000_Primary,900000000,56,-1,-1,-1,23.252574989159953,Primary,sub_median,subtractive,median,0.3888545416768947,median,10853,11060,10997,10915,10997,10853,5477,5399,78,5399,1.0,0.13672657378938702,145.22059685637325,145.77775866318927,-240.30254403189397,243.88897616434883,True,unstable_relative_mad,synthetic,synthetic
synthetic000_Primary,900000000,56,-1,-1,-1,23.252574989159953,Primary,sub_median_abs,subtractive,median_abs,0.3888545416768947,median_abs,10853,11060,10997,10915,10997,10853,5477,5399,78,5399,1.0,0.13672657378938702,145.22059685637325,145.77775866318927,-240.30254403189397,243.88897616434883,True,unstable_relative_mad,synthetic,synthetic
synthetic000_Primary,900000000,56,-1,-1,-1,23.252574989159953,Primary,sub_auto,subtractive,auto,56.40494672610794,auto_robust_abs,10853,11060,10997,10915,10997,10853,5477,5399,78,5399,1.0,0.9940486107695304,1.0011478054723915,1.0049888674998295,-0.6635347715266856,2.674471601992331,False,,synthetic,synthetic
synthetic000_Small,900000000,56,-1,-1,-1,23.252574989159953,Small,divisive,divisive,auto,,local_cotrend,10853,11060,10997,10915,10997,10853,5441,5361,80,5361,1.0,1.0793907361200796,19.88180659664164,3942.4753470369296,-102.96025564501662,102.1420377106896,True,unstable_relative_mad,synthetic,synthetic
synthetic000_Small,900000000,56,-1,-1,-1,23.252574989159953,Small,sub_median,subtractive,median,0.9826823034512193,median,10853,11060,10997,10915,10997,10853,5441,5361,80,5361,1.0,0.9735428589874622,75.83003635423194,76.57674555503107,-125.4306807147632,128.39427797541035,True,unstable_relative_mad,synthetic,synthetic
synthetic000_Small,900000000,56,-1,-1,-1,23.252574989159953,Small,sub_median_abs,subtractive,median_abs,0.9826823034512193,median_abs,10853,11060,10997,10915,10997,10853,5441,5361,80,5361,1.0,0.9735428589874622,75.83003635423194,76.57674555503107,-125.4306807147632,128.39427797541035,True,unstable_relative_mad,synthetic,synthetic
synthetic000_Small,900000000,56,-1,-1,-1,23.252574989159953,Small,sub_auto,subtractive,auto,75.04296625068338,auto_robust_abs,10853,11060,10997,10915,10997,10853,5441,5361,80,5361,1.0,0.9996535456209702,0.9929889304540617,1.002767034307237,-0.6556007679208409,2.6682190054852897,False,,synthetic,synthetic
synthetic000_Large,900000000,56,-1,-1,-1,23.252574989159953,Large,divisive,divisive,auto,,local_cotrend,10853,11060,10997,10915,10997,10853,5463,5388,75,5388,1.0,0.9933800117527487,19.86295379247815,1389.856216674404,-107.35147437532439,106.16609528572849,True,unstable_relative_mad,synthetic,synthetic
synthetic000_Large,900000000,56,-1,-1,-1,23.252574989159953,Large,sub_median,subtractive,median,0.8462465374518993,median,10853,11060,10997,10915,10997,10853,5463,5388,75,5388,1.0,0.2147741173833606,110.22840458571497,111.13555649150028,-183.15228263295765,185.17393423006916,True,unstable_relative_mad,synthetic,synthetic
synthetic000_Large,900000000,56,-1,-1,-1,23.252574989159953,Large,sub_median_abs,subtractive,median_abs,0.8462465374518993,median_abs,10853,11060,10997,10915,10997,10853,5463,5388,75,5388,1.0,0.2147741173833606,110.22840458571497,111.13555649150028,-183.15228263295765,185.17393423006916,True,unstable_relative_mad,synthetic,synthetic
